notice_date,reason,company,address,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
6/22/2017,Plant Closing,Sears Full Line Store (#01794),"4000 Jericho Turnpike E Northport, NY 11731",(706) 342-6970,Retail and Automotive Stores,85,85,"Employment separations expected to occur during a 14-day period beginning on September 17, 2017.",Economic,The affected workers are not represented by a union.,Plant Closing
6/22/2017,Plant Closing,Sears Full Line Store (#01784),"Oakdale Mall Johnson City, NY 13790",(706) 342-6970,Retail and Automotive Stores,50,50,"Employment separations expected to occur during a 14-day period beginning on September 17, 2017.",Economic,The affected workers are not represented by a union.,Plant Closing
12/18/2017,Plant Unit Closing,Xerox Corporation - Webster Parts Distribution Center,"800 Phillips Road (Bldg. 214) Webster, NY 14580",(585) 422-4229,Photographic & Photocopying Equipment Manufacturer,23,135,"The last day of active employment for the second wave of impacted employees will be no earlier than March 15, 2018 but no later than March 28, 2018.",Economic,"WURRJB, Local 14A",Plant Unit Closing
12/20/2017,Plant Layoff,"APTIM Services, LLC (@ Indian Point Energy Center)","295 Broadway Buchanan, NY 10511",(225) 987-7673,"Integrated maintenance services, environmental engineering and remediation",73,-----,1/5/2018 – 1/12/2018,Termination of contract with Entergy Operations,"Boilermakers LU#5, Carpenters LU #279, Heat & Frost Insulators LU#91, I.B.E.W.LU#3, Laborers LU #235, Operating Engineers LU #137, Painters D.C.#9. LU #113, Plumber & Steamfitter LU #21, Teamsters LU #456, Westchester Building Trades Council, Bldg and Construction Trades Dept., AFL-CIO",Plant Layoff
12/15/2017,Plant Closing,Lutheran Augustana Center for Extended Care & Rehabilitation (NYU Langone Health),"5434 Second Avenue Brooklyn, NY 11220",(347) 377-4397,Nursing Home,286,286,3/31/2018,Economic,Local 1199 SEIU United Healthcare Workers East and the Federation of Nurses/UFT Local 2,Plant Closing
9/20/2017,Plant Unit Closing,Xerox Corporation,"Webster Parts Distribution Center 800 Phillips Road, Bldg. 214 Webster, NY 14580",(585) 422-4229,Photographic & Photocopying Equipment Manufacturer,115,135,12/18/2017,Economic,"Workers United Rochester Regional Joint Board
,
 Local 14A",Plant Unit Closing
12/14/2017,Plant Closing,"NIKE, Inc. (Niketown Midtown)"," 6 East 57th Street  New York, NY 10022",(646) 276-6470,Retail Store,357,357,"The affected employees will be permanently laid off on, or within a 14-day period of, March 17, 2018.",Economic,The affected workers are not represented by a union.,Plant Closing
11/27/2017,Plant Closing,"Middletown Community Health Care, Inc.","10 Benton Avenue Middletown, NY 10980",(845) 551-6715,Non-profit federally qualified community health center,42,112 (Total affected workers at all sites),2/19/2018,Economic,The affected workers are not represented by a union.,Plant Closing
11/30/2017,Plant Closing,"Hutchin Hill Capital, LP & Hutchin Hill Portfolio Management, LLC","888 Seventh Avenue New York, NY 10166",(646) 616-2098,Employee owned hedge fund sponsor,121,121,"The separations of employment are expected to occur on February 28, 2018.",Economic,The affected workers are not represented by a union.,Plant Closing
10/11/2017,Plant Closing,The New York LaGuardia Airport Marriott,"102-05 Ditmars Bivd East Elmhurst, NY 11369",(718) 533-3074,Hotel,140,140,2/8/2018,Extensive renovations at the hotel,The affected workers are not represented by a union.,Plant Closing
9/11/2017,Plant Layoff,"DynaServ Industries, Inc.","5830 64th Street Maspeth, NY 11378",(718) 416-0252 Ext,Specialized Services,85,122,"All employee separations are expected to occur during the 14-day period starting on December 11, 2017.",Loss of client contract,IBEW Local 3,Plant Layoff
9/29/2017,Plant Closing,Lindy's Restaurant (52nd 8th Operating Inc.),"825 7th Avenue New York, NY 10019",(917) 836-1250,Restaurant,27,27,"The layoffs have been extended from January 7, 2018 to February 7, 2018.",Economic,UNITE Here Local 100,Plant Closing
12/5/2017,Plant Closing,"Pfizer, Inc.","64 Maple Street Rouses Point, NY 12979",(212) 733-2110,Pharmaceuticals (production),3,108,"3/2/2018 (2), 3/19/2018 (1)",Economic,The affected workers are not represented by a union.,Plant Closing
12/12/2017,Plant Unit Closing,Warner Music Inc. (Office),"1633 Broadway New York, NY 10019",(629) 203-5305,Music Industry,21,27,"This second phase of employee separations is scheduled to begin during the 14-day period starting on March 16, 2018.","Relocation of Accounting Operations, Cash Management and Recorded Music Rights Administration departments",The affected workers are not represented by a union.,Plant Unit Closing
12/5/2017,Plant Layoff,"Mashable, Inc.","114 Fifth Avenue New York, NY 10011",(646) 598-1759,Digital media website,49,156,3/5/2018,Sale of Business,The affected workers are not represented by a union.,Plant Layoff
12/6/2017,Plant Closing,Sanmina Corporation,"1200 Taylor Road Owego, NY 13827",(607) 689-5571,Manufacturer of printed circuit boards,161,274,"The first employee separations in connection with this action are expected to commence during the 14-day period starting on March 7, 2018.",Economic,The affected workers are not represented by a union.,Plant Closing
11/27/2017,Plant Closing,"Middletown Community Health Care, Inc.","10 Benton Avenue Middletown, NY 10980",(845) 551-6715,Non-profit federally qualified community health center,124,124,2/19/2018,Economic,The affected workers are not represented by a union.,Plant Closing
11/30/2017,Plant Layoff,"Hutchin Hill Capital, LP & Hutchin Hill Portfolio Management, LLC","888 Seventh Avenue New York, NY 10166",(646) 616-2098,Employee owned hedge fund sponsor,121,121,"The separations of employment are expected to occur on February 28, 2018.",Economic,The affected workers are not represented by a union.,Plant Layoff
10/12/2017,Plant Closing,"Public Service Insurance Company, in Rehabilitation","One Park Avenue, 15th Floor New York, NY 10016",(212) 591-9410,"Provides auto, home, life and health insurance",34,46,"Ten (10) affected workers’ separations extended from January 12, 2018 to March 2, 2018.",Economic,The affected workers are not represented by a union.,Plant Closing
10/12/2017,Plant Closing,"Public Service Insurance Company, in Rehabilitation","One Park Avenue, 15th Floor New York, NY 10016",(212) 591-9410,"Provides auto, home, life and health insurance",34,46,"Two (2) affected workers’ separations extended from January 12, 2018 to March 9, 2018.",Economic,The affected workers are not represented by a union.,Plant Closing
11/30/2017,Plant Layoff,Eastman Kodak Company (Kodak Office),"343 State Street Rochester, NY 14650",(585) 724-7080,Photographic equipment and Supplies,2,-----,2/27/2018,Economic,The affected workers are not represented by a union.,Plant Layoff
11/17/2017,Plant Layoff,"Alstom Signaling, Inc.","1025 John Street West Henrietta, NY 14586",(585) 730-2369,Communications Equipment Manufacturer for transport sector,86,450,"Employment terminations shall occur on or about March 31, 2018. Five employment terminations shall occur on or about July 31, 2018.",Relocation of manufacturing activities to Missouri,"International Union of Electronic, Electrical, Salaried, Machine and Furniture Workers/Communications Workers of America, Local #323",Plant Layoff
12/4/2017,Plant Unit Closing,"LSC Communications US, LLC","31 East 2nd Street Mineola, NY 11501",(516) 294-7000 Ext,Create and customize print and digital supply chain solutions.,31,31,"Separations will commence during a 14-day period commencing on April 30, 2018.",Relocation of warehouse operations,The affected workers are not represented by a union.,Plant Unit Closing
12/1/2017,Plant Unit Closing,Innside New York NoMad (Food and Beverage Department),"132 West 27th Street New York, NY 10001",(917) 409-5176,Hotel services,46,46,3/6/2018,Food and Beverage Department will be outsourced,The affected workers are not represented by a union.,Plant Unit Closing
12/1/2017,Plant Closing,"Amesbury Truth, Inc.","1555 Jefferson Road Rochester, NY 14623",(585) 627-5991,Provider of products in the window and door industry.,142,142,"Layoffs are expected to commence on March 1, 2018 or within the 14-day period of that date and expected to continue through December 2018.",Conversion of product lines and transfer of production to another facility.,"Rochester Regional Joint Board, Workers United, Unite Local 3T",Plant Closing
6/28/2017,Plant Closing,Courtyard by Marriott LaGuardia Hotel,"90-10 Grand Central Parkway East Elmhurst, NY 11368",(718) 308-4803,Hotel,138,138,"The closure of the hotel and permanent layoff of all employees is being extended from December 3, 2017 until on or about December 31, 2017.",Economic,"New York Hotel & Motel Trades Council, AFL-CIO",Plant Closing
9/27/2017,Plant Closing,"Shiel Holdings, LLC (Shiel Medical Laboratory (a division of Fresenius Medical Care, NA)","Brooklyn Navy Yard, Building 292 63 Flushing Avenue Brooklyn, NY 11205",(201) 767-7070 Ext. 5845,Medical Laboratory,239,239,"12/31/2017 
(Separations for eight affected workers’ postponed from December 31, 2017 to January 31, 2018.)",Economic,The affected workers are not represented by a Union.,Plant Closing
11/29/2017,Plant Layoff,Morgan Stanley & Co LLC,"1585 Broadway New York, NY 10036",(212) 761-7467,Financial services,29,-----,"The terminations of 15 affected workers are expected to occur on March 1, 2018, and terminations of the remaining 14 affected workers expected to occur on June 30, 2018.",Economic,The affected workers are not represented by a union.,Plant Layoff
11/24/2017,Plant Layoff,"Baumann Bus Company, Inc.","107 Lawson Boulevard Oceanside, NY 11572",(631) 471-4600,Transportation services,98,-----,May commence on 11/28/2017,"Loss of contract with New York City Department of Education, Office of Pupil Transportation",Transport Workers Union of America Local 252,Plant Layoff
11/22/2017,Plant Closing,"Leake & Watts Services, Inc."," at Woodfield Cottage Detention Center  20 Hammond House Road  Valhalla, NY 10595",(914) 410-5521,Intellectual/Developmental disablities services,34,34,12/31/2017,Contract cancellation at Woodfield Cottage Detention Center,The affected workers are not represented by a union.,Plant Closing
11/22/2017,Plant Closing,"Mettler-Toledo, LLC Hi-Speed Division","5 Barr Road Ithaca, NY 14850",(607) 266-5462,"Offer precision instruments and services for many applications in research and development, quality control, production, logistics and retail to customers.",69,69,"Employees are expected to be separated from employment beginning on March 1, 2018, with all separations accomplished by January 1, 2019.","Relocation to Tampa, Florida",The affected workers are not represented by a union.,Plant Closing
11/22/2017,Plant Closing,Luxfer Magtech Inc.,"680 Elton Street Riverhead, NY 11901",(631) 740-9510,Global leader in self-heating technology,60,60,2/28/2017,Economic,United Food and Commercial Workers Local 1102,Plant Closing
11/18/2017,Plant Layoff,"Baumann Bus Company, Inc.","107 Lawson Boulevard Oceanside, NY 11572",(631) 471-4600,Transportation services,134,-----,Commencing on 11/20/2017,Loss of contract with Hicksville School District and Rockville Centre School District,Transport Workers Union of America Local 252,Plant Layoff
11/20/2017,Plant Closing,"Pfizer, Inc.","64 Maple Street Rouses Point, NY 12979",(212) 733-2110,Pharmaceuticals (production),5,-----,2/16/2018,Economic,International Chemical Workers Union/UFCW Local 95c,Plant Closing
8/21/2017,Plant Closing,B&H Foto and Electronics Corp. (Navy Yard Facility),"63 Flushing Avenue, Bldg. 64 Brooklyn, NY 11205",(212) 239-7500,Photo and electronics,239,239,"Separations are now being extended from November 19, 2017 and December 2, 2017 to between January 30. 2018 and February 12, 2018.",Relocation to New Jersey.,United Steelworkers District 4,Plant Closing
9/11/2017,Plant Layoff,"DynaServ Industries, Inc.","5830 64th Street Maspeth, NY 11378",(718) 416-0252 Ext,Specialized Services,92,122,"All employee separations are expected to occur during the 14-day period starting on December 11, 2017.",Loss of client contract,IBEW Local 3,Plant Layoff
8/21/2017,Plant Unit Closing,"TLC Health Network, Inc./TLC Lake Shore Health Care Center","Long Term Care Unit & Medical Surgical Unit 845 Routes 5&20 (Main Road) Irving, NY 14081",(716) 951-7037,Long-Term Care Unit and Medical Surgical Unit,0,38,Normal operations will continue with no reduction to staff levels from the Medical Surgical Unit. TLCs service lines are being expanded or new programs as part of the bankruptcy reorganization/transformation plan.,Economic,1199 SEIU United Healthcare Workers East,Plant Unit Closing
6/28/2017,Plant Closing,Courtyard by Marriott LaGuardia Hotel,"90-10 Grand Central Parkway East Elmhurst, NY 11368",(718) 308-4803,Hotel,134,134,"The closure of the hotel and permanent layoff of all employees is being extended from November 19, 2017 until on or about December 3, 2017.",Economic,"New York Hotel & Motel Trades Council, AFL-CIO",Plant Closing
11/10/2017,Plant Closing,"Terrafina, LLC"," 1610 Bathgate Avenue  Bronx, NY 10457",(212) 365-0491,Healthy snacks,109,109,2/15/2018,Relocation of operations,The affected  workers are not represented by a union.,Plant Closing
7/17/2017,Plant Closing,WestRock,"44 Island Container Plaza Wheatley Heights, NY 11798",(612) 845-4705,Manufacturer of corrugated boxes.,94,94,"52 separations occurred on October 13, 2017. The remainder will be separated on or before January 10, 2018.",Economic,"United Steelworkers Local 381, International Brotherhood of the Teamsters (IBT) Local Union No. 813",Plant Closing
10/27/2017,Plant Closing,"API Technologies, Corp.","72 Perinton Parkway Fairport, NY 14450",(585) 425-3390,"Technology provider of RF/microwave, microelectronics, and security technologies.",61,61,"Separations will begin on or after January 24, 2018, and all layoffs will be completed no later than February 7, 2018.",Economic,The affected workers are not represented by a union.,Plant Closing
11/8/2017,Plant Unit Closing,Capital One Financial (Originations Operating Unit),"275 Broadhollow Road Melville, NY 11747",(804) 814-6380,Originations Operating Unit,26,----,"Separations occurring February 5, 2018 and the last separation expected to occur on or about March 7, 2018.",These job eliminations are occurring due to Capital One exiting Originations in Mortgage and Home Equity.,The affected workers are not represented by a union.,Plant Unit Closing
11/2/2017,Plant Closing,Restaurant Associates (Barclays Executive Dining Room),"745 7th Ave. New York, NY 10019",(203) 461-5166,Food services,29,37 (total at both site locations),12/29/2017,Contractual agreement loss,"UNITE HERE, Local 100",Plant Closing
11/3/2017,Plant Closing,AVX Corporation (Olean Advanced Products)," 1695 Seneca Avenue  Olean, NY 14760",(864) 228-8990,Manufacturing ceramic capacitors,1,67,12/29/2017,Economic,The affected  worker is not represented by a union.,Plant Closing
6/28/2017,Plant Closing,Courtyard by Marriott  LaGuardia Hotel," 90-10 Grand Central Parkway  East Elmhurst, NY  11368",(718) 308-4803,Hotel,138,138,12/29/2017,Economic,"New York Hotel & Motel Trades Council, AFL-CIO",Plant Closing
11/3/2017,Plant Closing,"New Media News, LLC","810 7th Avenue Suite 800 New York, NY 10019",(303) 962-0013,An online news service that focused on neighborhood news in New York City,74,74,2/2/2018,Economic,"Writers Guild of America, East",Plant Closing
11/2/2017,Plant Layoff,"Shake-N-Go Fashion, Inc."," 85 Harbor Road  Port Washington, NY 11050",(516) 944-7777,Design and manufacture human and synthetic hair products.,92,92,"The affected employees are scheduled to be permanently laid off between March 29, 2018 and April 30, 2018. Some of the affected workers will remain on site at the NY facility.","Relocating warehouse to Suwanee, Georgia",The affected workers are not represented by a union.,Plant Layoff
11/3/2017,Plant Closing,Lanco Corporation," 2905 Veterans Memorial Highway  Ronkonkoma, NY 11779",(631) 231-2300,"Variety of office stationery, computer items, personal  items, etc.",130,130,12/1/2017,Economic,The affected  workers are not represented by a union.,Plant Closing
10/27/2017,Plant Closing,"Rana USA, LLC d/b/a Giovanni Rana Pastificio & Cucina","75 9th Ave. New York, NY 10011",(773) 332-2113,Restaurant,98,98,2/22/2018,Economic,The affected workers are not represented by a union.,Plant Closing
10/20/2017,Plant Layoff,"Casabella Holdings, LLC","(Warehouse facility) 225 North Route 303, Unit 106 Congers, NY 10920",(845) 348-0012 Ext. 122,Design stylish functional home products,43,66,3/1/2018,Economic,The affected workers are not represented by a union.,Plant Layoff
11/3/2017,Plant Closing,"Tops Markets, LLC","1357 US Highway 9 Wappingers Falls, NY 12590",(860) 334-4598,Market/grocery store,83,83,2/1/2018,Economic,UFCW Local 464A and UFCW Local 1500,Plant Closing
10/31/2017,Plant Closing,Apogee Retail NY LLC d/b/a Unique,"408 Fulton Street Brooklyn, NY 11201",(480) 659-4102,Thrift Store,58,58,1/31/2018,Economic,The affected workers are not represented by a union.,Plant Closing
11/3/2017,Plant Closing,"New Media News, LLC","810 7th Avenue Suite 800 New York, NY 10019",(303) 962-0013,An online news service that focused on neighborhood news in New York City,74,74,2/2/2018,Economic,"Writers Guild of America, East",Plant Closing
8/17/2017,Plant Unit Closing,New York Air Brake LLC (NYAB),"748 Starbuck Avenue Watertown, NY  13601",(315) 786-5653,Peripheral product assembly production lines,39,39,"NYAB anticipates that the first phase of the transfer will begin sometime in the second quarter of 2018, but the exact timing is not yet certain. Once the timing is determined, NYAB will provide an updated WARN notice.","Transferring the peripheral product assembly production lines from its manufacturing plant to NYAB's Premtec facility located in Salisbury, North Carolina.","The International Association Of Machinists &Aerospace Workers - Lodge No 761, District 65",Plant Unit Closing
10/20/2017,Plant Closing,100 Sardines Management LLC d/b/a Lupulo,"835 6th Ave. New York, NY 10001",(212) 675-7723,Restaurant,55,55,12/21/2017,Economic,The affected workers are not represented by a union.,Plant Closing
10/18/2017,Plant Closing,KBFK 52 LLC dba Bar Americain,"152 W 52nd St New York, NY 10019",(718) 913-9640,Restaurant,96,96,1/17/2018,Economic,The affected workers are not represented by a union.,Plant Closing
10/26/2017,Plant Closing,"Pfizer, Inc.","64 Maple Street Rouses Point, NY 12979",(212) 733-2110,Pharmaceuticals (production),24,105,"Separtions will occur between January 5, 2018 and January 22, 2018.",Economic,International Chemical Workers Union/UFCW Local 95c,Plant Closing
10/25/2017,Plant Closing,"White Fleischner & Fino, LLP","61 Broadway New York, NY 10006",(212) 487-9700,Leading insurance coverage and defense law firm,45,59 (total affected workers at all sites),1/31/2018,Economic,The affected workers are not represented by a union.,Plant Closing
10/24/2017,Plant Closing,AVX Corporation (Olean Advanced Products),"1695 Seneca Avenue Olean, NY 14760",(864) 228-8990,Manufacturing ceramic capacitors,2,67,"The employee separations are expected to occur in phases. The first employee separations are expected to occur starting on January 28, 2018.",Economic,"IBEW Local 1690, Office & Professional Employees International Union (OPEIU)",Plant Closing
9/11/2017,Plant Layoff,"DynaServ Industries, Inc.","5830 64th Street Maspeth, NY 11378",(718) 416-0252 Ext,Specialized Services,98,122,"All employee separations are expected to occur during the 14-day period starting on December 11, 2017.",Loss of client contract,IBEW Local 3,Plant Layoff
9/20/2017,Plant Unit Closing,Xerox Corporation,"Webster Parts Distribution Center 800 Phillips Road, Bldg. 214 Webster, NY 14580",(585) 422-4229,Photographic & Photocopying Equipment Manufacturer,115,135,12/18/2017,Economic,"Workers United Rochester Regional Joint Board
,
 Local 14A",Plant Unit Closing
10/16/2017,Plant Closing,"Greatbatch, Ltd. (Integer)","4096 Barton Road Clarence, NY 14031",(716) 759-5246,Design and development of medical devices,59,59,1/14/2018,Economic,The affected workers are not represented by a union.,Plant Closing
10/12/2017,Plant Layoff,Eastman Kodak Company (Kodak Office),"343 State Street Rochester, NY 14650",(585) 724-7080,Photographic equipment and Supplies,4,-----,1/9/2018,Economic,The affected workers are not represented by a union.,Plant Layoff
10/16/2017,Plant Layoff,"GE MDS, LLC","175 Science Parkway Rochester, NY 14620",(585) 242-8363,Manufacturing communications devices,89,150,"Separations will occur on January 16, 2018, or during a 14-day period beginning on that date.",Economic,The affected workers are not represented by a union.,Plant Layoff
10/12/2017,Plant Closing,"Public Service Insurance Company, in Rehabilitation","One Park Avenue,15th Floor New York, NY 10016",(212) 591-9410,"Provides auto, home, life and health insurance",34,46,"This phase two of employee separations are expected to commence January 12, 2018.",Economic,The affected workers are not represented by a union.,Plant Closing
10/12/2017,Plant Closing,"North Shore-LIJ Health Plan, Inc.","2200 Northern Boulevard East Hills, NY 11548",(516) 405-7925,Provide health services,107,107,"Separations will occur January 5, 2018 or within fourteen (14) days of that date.",Termination of its contract with the Department of Health,The affected workers are not represented by a union.,Plant Closing
10/12/2017,Plant Closing,"CareConnect Insurance Company, Inc.","2200 Northern Boulevard East Hills, NY 11548",(516) 405-7925,Provide health insurance,28,225,12/6/2017,Economic,The affected workers are not represented by a union.,Plant Closing
10/3/2017,Plant Layoff,Eastman Kodak Company,"(Kodak Office) 343 State Street Rochester, NY 14650",(585) 724-7080,Photographic equipment and Supplies,2,-----,12/31/2017,Economic,The affected workers are not represented by a union.,Plant Layoff
9/29/2017,Plant Closing,"LaborTemps, Inc."," 90-48 160th Street  Jamaica, NY 11432",(718) 291-0500,Employment agency,48,48,12/31/2017,Economic,The affected workers are not represented by a union.,Plant Closing
10/2/2017,Plant Closing,Genesee Valley Group Health Association dba Lifetime Health Medical Group," (Greece Health Center)  470 Long Pond Road  Rochester, NY 14612",(718) 291-0500,Versatile primary care health practice,46,289,12/31/2017,Economic,The affected workers are not represented by a union.,Plant Closing
10/5/2017,Plant Layoff,"CVS Pharmacy, Inc.","520 Larkfield Road East Northport, NY 11731",(401) 770-3185,Pharmacy and retail store,27,-----,1/12/2018,Economic,The affected workers are not represented by a union.,Plant Layoff
10/5/2017,Plant Closing,"Oak-Mitsui, Inc."," Aluminum Bonded Copper  Operators  1 Mechanic Street, Building  #2  Hoosick Falls, NY 12090",(803) 425-7906,Electronics manufacturer,20,20,1/2/2018,Economic,The affected workers are not represented by a union.,Plant Layoff
10/4/2017,Plant Closing,Bath & Body Works," 503 Broadway  New York, NY",(614) 856-6014,Retail Store,56,56,Spring of 2018,"Moving all work from this location to  Company’s headquarters in Columbus, Ohio.",The affected  workers are not represented by a union.,Plant Closing
10/2/2017,Plant Closing,Orange Brands Management and 7th & Barrow LLC,"87 7th Ave South New York, NY 10014",(212) 604-0600 Ext,Restaurant,81,81,12/30/2017,Due to the expiration of their lease.,The affected workers are not represented by a union.,Plant Closing
3/30/2017,Plant Closing,NH Jolly MadisonTowers Hotel,"22 East 38th Street New York, NY 10016",(212) 802-0600 ext. 7167,Hotel,73,73,Layoffs will occur between 12/4/2017 and 12/31/2017.,Hotel closing for renovations.,New York Hotel and Motel Trades Council AFL-CIO and UNITE HERE,Plant Closing
10/2/2017,Plant Closing,Genesee Valley Group Health Association dba Lifetime Health Medical Group,"(Amherst Health Center) 1185 Sweet Home Road Amherst, NY 14226",(212) 802-0600 ext. 7167,Versatile primary care health practice,90,203,12/31/2017,Economic,SEIU Local 200,Plant Closing
10/2/2017,Plant Layoff,Concentrix Corporation,"3750 Monroe Avenue Pittsford, NY 14534",(585) 218-5524,Global provider of high value business services,192,521,12/31/2017,Economic,The affected workers are not represented by a union.,Plant Layoff
9/29/2017,Plant Unit Closing,Warner Music Inc.,"1633 Broadway New York, NY 10019",(629) 203-5305,Music Industry,2,27,"Employee separations are expected to occur in phases. The first phase is scheduled to begin during the 14-day period starting on December 29, 2017.","Relocation of Accounting Operations, Cash Management and Recorded Music Rights Administration departments",The affected workers are not represented by a union.,Plant Unit Closing
9/28/2017,Plant Layoff,"Heritage Health and Housing, Inc.","2473, 2475, 2477 Crotona Avenue Bronx, NY 10458",(212) 866-2600,"Provides health care, housing and a wide range of social and support services.",2,-----,9/30/2017,Loss of NYS Office of Mental Health Funding,1199 SEIU,Plant Layoff
9/29/2017,Plant Closing,Main Street Hub,"1407 Broadway, 26th Floor New York, NY 10018",(512) 592-4105,Technology,108,124,12/29/2017,"Consolidation of sales offices to Austin, TX.",The affected workers are not represented by a union.,Plant Closing
9/29/2017,Plant Closing,Global Brands Group,"(Warehouse) 14 Area Development Drive, Suite 200 Plattsburgh, NY 12901",(646) 839-7530,"Branded fashion accessories, footwear, and apparel companies.",49,49,12/31/2017,Economic,The affected workers are not represented by a union.,Plant Closing
9/27/2017,Plant Closing,"Shiel Holdings, LLC (Shiel Medical Laboratory, a division of Fresenius Medical Care, NA)","Brooklyn Navy Yard, Building 292 63 Flushing Avenue Brooklyn, NY 11205",(201) 767-7070 Ext,Medical Laboratory,239,239,12/31/2017,Economic,The affected workers are not represented by a union.,Plant Closing
9/29/2017,Plant Closing,"Centerplate at Saks Fifth Avenue New York City, dba Fifth Dining LLC","611 5th Avenue New York, NY 10022",(203) 280-2726,Food and beverage services,57,57,1/1/2018,Economic,The affected workers are not represented by a union.,Plant Closing
9/26/2017,Plant Closing,Noho Star," 330 Lafayette Street  New York, NY 10012",(212) 947-3636,Restaurant,54,54,12/31/2017,Economic,The affected workers are not represented by a union.,Plant Closing
9/27/2017,Plant Closing,PHH Mortgage Corporation,"1760 Wehrle Drive Williamsville, NY 14221",(716) 545-6044,Real Estate Credit,2,-----,"The seventh round of layoffs will occur on or about December 29, 2017 or within fourteen days thereof.",Reduction in loan originations,The affected workers are not represented by a union.,Plant Closing
9/25/2017,Plant Closing,Chandler Hotel LLC,"12 East 31st Street New York, NY 10016",(212) 453-4021,Hotel and Restaurant,60,60,12/31/2017,Economic,"New York Hotel & Motel Trades Council, AFL-CIO, Local 6 affiliated with UNITE HERE",Plant Closing
9/26/2017,Plant Closing,Temple Bar," 332 Lafayette Street  New York, NY 10012",(212) 947-3636,Restaurant,13,13,12/31/2017,Economic,The affected workers are not represented by a union.,Plant Closing
6/28/2017,Plant Closing,Courtyard by Marriott LaGuardia Hotel,"90-10 Grand Central Parkway East Elmhurst, NY  11368",(718) 308-4803,Hotel,144,144,"10/15/2017 (layoffs extended from October 1, 2017 to October 15, 2017)",Economic,"New York Hotel & Motel Trades Council, AFL-CIO",Plant Closing
9/25/2017,Plant Closing,"ABM Aviation, Inc."," JFK International Airport  Terminals 2 and 4  Jamaica, NY 11430",(718) 309-4604,"Passenger  and Security services at JFK International  Airport, Terminals 2 &4",560,560,11/14/2017,Economic,SEIU Local 32BJ,Plant Closing
9/29/2017,Plant Closing,Lindy's Restaurant (52nd 8th Operating Inc.)," 825 7th Avenue  New York, NY 10019",(917) 836-1250,Restaurant,35,35,1/7/2018,Economic,UNITE Here Local 100,Plant Closing
